effective_from,effective_to,grade,standard_monthly_yen,remuneration_lower_yen,remuneration_upper_yen,source_key,notes
2016-04-01,,10,134000,130000.0,138000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,11,142000,138000.0,146000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,12,150000,146000.0,155000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,13,160000,155000.0,165000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,14,170000,165000.0,175000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,15,180000,175000.0,185000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,16,190000,185000.0,195000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,17,200000,195000.0,210000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,18,220000,210000.0,230000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,19,240000,230000.0,250000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,20,260000,250000.0,270000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,21,280000,270000.0,290000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,22,300000,290000.0,310000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,23,320000,310000.0,330000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,24,340000,330000.0,350000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,25,360000,350000.0,370000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,26,380000,370000.0,395000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,27,410000,395000.0,425000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,28,440000,425000.0,455000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,29,470000,455000.0,485000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,30,500000,485000.0,515000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,31,530000,515000.0,545000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,32,560000,545000.0,575000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,33,590000,575000.0,605000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,34,620000,605000.0,635000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,35,650000,635000.0,665000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,36,680000,665000.0,695000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,37,710000,695000.0,730000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,38,750000,730000.0,770000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,39,790000,770000.0,810000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,40,830000,810000.0,855000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,41,880000,855000.0,905000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,42,930000,905000.0,955000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,43,980000,955000.0,1005000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,44,1030000,1005000.0,1060000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,45,1090000,1060000.0,1120000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,46,1150000,1120000.0,1180000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,47,1210000,1180000.0,1240000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,48,1270000,1240000.0,1300000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,49,1330000,1300000.0,1360000.0,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
2016-04-01,,50,1390000,1360000.0,,mhlw_health_grade_2016,"下限58,000円、上限1,390,000円、50等級。"
